OSGR,Lat,Long,CellID_MeanTemps,MeanTemp,CellIDs_LCM,Sea / Estuary,Water (inland),Littoral rock,Littoral sediment,Saltmarsh,Supra-littoral rock,Supra-littoral sediment,Bog (deep peat) ,Dense dwarf shrub heath,Open dwarf shrub heath,Montane habitats,Broad-leaved / mixed woodland ,Coniferous woodland,Improved grassland,Neutral grassland,Setaside grassland,Bracken,Calcareous grassland,Acid grassland,"Fen, marsh, swamp",Arable cereals,Arable horticulture,Arable non-rotational,Suburban / rural developed,Continuous urban,Inland bare ground
SK2417,52.754561,-1.638434,33605,9.256197184631395,687825,0,0,0,0,0,0,0,0,0,0,0,2,0,34,7,0,0,10,0,0,8,33,0,1,2,1
SK4834,52.905754,-1.280341,33070,9.484806586233965,675949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44,52,1
SK5270,53.228955,-1.215014,31631,8.811123488689875,650753,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,0,0,5,0,0,0,34,0,7,11,0
SU3510,50.892898,-1.496628,40988,10.670797981849793,832736,0,0,0,0,0,0,0,0,0,0,0,20,6,12,0,0,0,35,0,0,5,18,0,1,0,0
ST4140,51.160744,-2.83795,39889,10.203316903858779,811642,0,1,0,0,0,0,0,4,0,0,0,13,0,0,41,0,0,0,0,6,26,2,0,3,0,0
TQ3587,51.570097,-0.046274,38308,10.707595856259678,778936,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,3,0,0,0,1,1,4,0,6,24,0
SK4934,52.905663,-1.265474,33070,9.484806586233965,675950,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,2,0,59,25,0
TF9029,52.829341,0.826254,33279,9.20644279173898,679591,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,0,1,61,0,1,0,0
TQ1951,51.250159,-0.289138,39564,9.111955242770035,804120,0,0,0,0,0,0,0,0,0,0,0,56,6,2,7,2,0,3,0,0,0,6,1,11,2,0
ST4931,51.080586,-2.722294,40250,9.999506978093974,817950,0,0,0,0,0,0,0,0,0,0,0,30,0,23,0,0,0,4,0,0,11,18,8,0,0,2
TM4663,52.214525,1.606988,35630,9.720693413891382,725847,0,0,0,0,0,0,0,0,0,0,0,18,1,3,20,0,0,0,0,3,16,35,1,0,0,0
SU7557,51.311615,-0.918166,39376,9.51465860612193,799876,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,44,0,0,0,0,16,0,0,10,1,1
SK1561,53.150416,-1.769692,31984,7.453396253626839,657016,0,0,0,0,0,0,0,0,0,0,0,2,0,53,0,0,0,17,0,0,3,20,0,1,0,0
SS4330,51.052465,-4.234259,40229,NA,818544,40,0,0,35,0,0,0,0,0,0,0,3,0,12,0,0,0,2,0,0,0,0,0,1,0,4
SO9784,52.458443,-2.03822,34860,9.186070290898186,710898,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,4,0,0,0,0,0,3,0,13,47,8
SK2129,52.86256,-1.682098,33245,9.128772810978115,679422,0,0,0,0,0,0,0,0,0,0,0,3,2,37,0,0,0,6,0,0,12,2,0,28,6,0
NZ1057,54.912101,-1.837748,24963,8.381897427241931,519811,0,0,0,0,0,0,0,0,4,0,0,13,23,14,16,0,2,6,0,0,2,15,0,0,0,0
SK3622,52.798832,-1.460087,33428,8.876442845330283,684337,0,0,0,0,0,0,0,0,0,0,0,9,3,36,0,0,0,22,0,0,0,24,0,1,1,0
SJ2621,52.786049,-3.091257,33406,9.355417871447028,684927,0,0,0,0,0,0,0,0,0,0,0,29,0,48,0,0,0,17,0,0,0,0,0,2,1,0
SY0589,50.69744,-3.339402,41862,10.171706918681119,847306,0,0,0,0,0,0,0,0,35,0,0,12,13,7,0,0,0,0,0,0,6,24,0,0,0,0
SU3128,51.054985,-1.551945,40447,9.879146412952291,820132,0,0,0,0,0,0,0,0,0,0,0,73,9,8,0,0,0,4,0,0,2,1,0,0,0,0
NY4111,54.495439,-2.90471,26569,6.222689141519429,551942,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,43,0,48,0,0,0,0,0,0,0
SZ0296,50.768082,-1.965916,41521,10.017156690442754,842503,0,0,0,0,0,0,0,0,46,11,0,10,2,0,0,0,0,0,4,0,0,0,0,9,6,9
ST4455,51.295909,-2.797382,39349,9.648909040301184,801145,0,2,0,0,0,0,0,0,0,0,0,39,0,16,0,0,0,0,0,0,3,12,0,3,6,14
TL3407,51.750057,-0.053006,37587,9.596638966493874,764935,0,0,0,0,0,0,0,0,0,0,0,46,21,1,0,1,0,9,0,0,9,4,0,1,2,0
TM2142,52.036636,1.22803,36345,9.866294450997922,740522,0,0,0,0,0,0,0,0,1,0,0,18,0,37,6,0,0,0,0,0,10,7,7,11,0,0
TQ1780,51.511219,-0.308198,38484,10.490805669874984,783818,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,12,76,0
SD8967,54.103279,-2.162071,28198,6.44706544087525,582790,0,7,0,0,0,0,0,0,0,0,0,10,0,0,5,0,1,60,8,0,0,0,0,0,0,6
SK4357,53.112918,-1.351586,32169,8.893030014244237,659844,0,0,0,0,0,0,0,0,0,0,0,15,0,16,40,0,0,0,0,0,0,15,0,8,1,2
SO9103,51.730149,-2.124474,37739,8.963471546092677,767592,0,0,0,0,0,0,0,0,0,0,0,18,0,42,0,8,0,9,0,0,2,13,0,6,0,0
NZ3274,55.063918,-1.492677,24427,8.671750170038557,507933,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,0,46,24,0,0,0,0
TQ9634,51.076173,0.803729,40300,9.97222732633072,816097,0,0,0,0,0,0,0,0,0,0,0,35,0,18,0,0,0,3,0,0,7,32,0,1,0,0
SU4501,50.811271,-1.355571,41350,10.560239439272387,839046,0,0,0,0,0,0,0,0,0,1,0,3,0,16,0,1,0,0,26,0,0,3,0,37,9,0
SK4964,53.175313,-1.260878,31990,8.664238140655126,654950,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,28,0,36,14,0
SP8204,51.733151,-0.806767,37757,9.140664403111616,766983,0,0,0,0,1,0,0,0,0,0,0,41,10,13,0,16,0,11,0,0,0,3,0,1,0,0
SO9008,51.775088,-2.139091,37559,8.680474054136585,764091,0,0,0,0,0,0,0,0,0,0,0,25,4,38,0,4,0,0,0,0,10,17,0,0,0,0
SP3066,52.295787,-1.554201,35407,9.271055954098864,723531,0,1,0,0,0,0,0,0,0,0,0,9,0,2,2,2,0,0,0,0,9,6,0,50,15,0
ST7498,51.684675,-2.370249,37915,9.846005521754112,771075,0,0,0,0,0,0,0,0,0,0,0,25,11,43,0,12,0,1,0,0,0,2,0,0,1,1
SK3017,52.754257,-1.549538,33607,8.870354788485281,687831,0,7,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,3,31,0,13,17,9
SP8205,51.74214,-0.806531,37577,9.371304962215637,766283,0,0,0,0,0,0,0,0,0,0,0,14,4,13,0,14,0,14,0,0,24,8,1,2,2,0
SD3976,54.180695,-2.928468,27828,8.642016402292505,576440,0,0,0,0,0,0,0,0,0,0,0,2,0,61,0,0,0,24,0,0,0,8,0,3,0,0
SP0253,52.179748,-1.964855,35941,9.398150417855799,732603,0,0,0,0,0,0,0,0,0,0,0,42,2,14,0,4,0,6,0,0,22,5,0,0,0,1
SO9145,52.107762,-2.125525,36119,9.80472327394201,738192,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,1,0,0,4,49,0,1,0,0
SK3540,52.9607,-1.472961,32708,8.923070599792453,671736,0,1,0,0,0,0,0,0,0,0,0,4,3,39,0,0,0,4,0,0,0,14,0,32,0,0
TQ4256,51.289812,0.0422,39389,9.015284724847541,800643,0,0,0,0,0,0,0,0,0,0,0,37,0,17,0,5,0,12,0,1,0,6,0,8,7,2
SK2561,53.150033,-1.620171,31986,8.4777922502906,657026,0,0,0,0,0,0,0,0,0,0,0,53,3,8,0,0,1,18,0,1,0,4,0,7,0,0
SS5308,50.857405,-4.082826,41131,9.878607833536321,833954,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,4,0,0,19,10,0,7,7,24
TR3051,51.216147,1.299169,39587,10.068742215483676,804231,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,1,0,8,0,0,16,43,0,5,0,0
SS2411,50.87628,-4.495912,40945,9.684434327343624,831825,0,0,0,0,0,0,0,0,0,0,0,21,0,49,2,0,0,1,1,0,3,11,0,6,1,0
ST3728,51.052429,-2.893062,40428,10.152251960230704,820038,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,2,0,2,9,36,1,4,0,0
SO8552,52.170569,-2.213432,35938,9.783134849104608,733286,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,6,0,0,0,1,0,66,5,0
SU8648,51.229144,-0.762558,39738,9.622636083733672,806187,0,2,0,0,0,0,0,0,0,0,0,3,0,19,12,2,0,3,0,0,12,0,0,38,5,0
SK3028,52.853138,-1.548515,33247,9.163584752523937,680131,0,1,0,0,0,0,0,0,0,0,0,3,0,16,16,0,0,1,0,0,0,16,0,27,16,0
TQ7133,51.0752,0.446745,40295,9.47002011028768,816772,0,0,0,0,0,0,0,0,0,0,0,47,6,7,0,28,0,0,0,0,1,2,0,3,0,0
ST5106,50.855968,-2.690404,41151,9.454054633118972,835452,0,0,0,0,0,0,0,0,0,0,0,16,3,44,0,0,0,0,0,0,19,15,1,0,0,0
TQ2668,51.401434,-0.182863,39026,10.587511412492713,792227,0,0,0,0,0,0,0,0,0,0,0,17,1,2,8,1,0,0,0,0,0,2,0,19,44,0
TQ2363,51.357158,-0.227704,39205,10.19428168646535,795724,0,0,0,0,0,0,0,0,0,0,0,19,7,12,9,2,0,22,0,0,0,11,0,8,4,0
SD7868,54.111922,-2.330364,28196,7.991542510665835,582079,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,4,48,0,0,0,0,0,0,1,0
TQ3158,51.31043,-0.114718,39387,9.663072296401165,799232,0,0,0,0,0,0,0,0,0,0,0,57,0,19,0,0,0,3,0,0,0,1,0,16,1,0
ST1918,50.96028,-3.147597,40784,9.260121618727874,827020,0,0,0,0,0,0,0,0,0,0,0,2,0,11,6,0,0,6,8,0,23,37,0,0,0,2
SU6407,50.863419,-1.084875,41173,10.233602205839002,834865,0,0,0,0,0,0,0,0,0,0,0,27,0,38,0,0,0,0,0,0,6,26,0,0,0,0
SK3951,53.059297,-1.412075,32348,8.78592867663365,664040,0,4,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,13,0,0,0,5,0,47,17,0
TL9580,52.387613,0.871429,34900,9.369084409901484,713896,0,0,0,0,0,0,0,0,0,0,0,39,21,11,25,0,0,0,0,0,2,0,0,0,0,0
ST8260,51.343311,-2.252634,39177,9.532672886344656,797683,0,0,0,0,0,0,0,0,0,0,0,8,1,21,0,0,0,3,0,0,0,4,0,58,3,0
ST6748,51.234751,-2.466886,39714,9.204599620761961,806068,0,0,0,0,0,0,0,0,0,0,0,32,2,46,0,0,0,2,0,0,6,2,0,4,1,0
SP8607,51.759516,-0.748115,37578,8.945608956088153,764887,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,5,0,12,0,0,18,6,0,31,1,0
NY9369,55.019999,-2.103194,24599,8.074657302441278,511394,0,0,0,0,0,0,0,0,0,0,0,12,1,36,0,0,4,10,7,0,13,14,0,0,0,0
SK4613,52.717165,-1.313055,33790,8.404882414204758,690647,0,0,0,0,0,0,0,0,0,0,0,5,12,28,0,0,0,11,0,0,2,26,0,7,4,1
SK0975,53.276399,-1.858995,31442,7.491543054175884,647210,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,69,0,0,0,10,0,5,2,7
SW7618,50.024615,-5.121699,44356,10.509086739559482,896877,0,0,0,0,0,0,0,0,13,8,0,16,0,33,0,0,0,22,0,0,0,4,0,0,1,0
SD4080,54.216757,-2.913941,27649,8.599434352108021,573641,0,0,0,0,0,0,0,0,0,0,0,28,0,37,3,0,6,10,0,0,1,9,0,0,0,2
ST7487,51.585773,-2.369444,38275,9.646069883577923,778775,0,0,0,0,0,0,0,0,0,0,0,58,0,11,0,4,0,1,0,0,0,25,0,0,0,0
SU2916,50.947187,-1.58145,40806,9.818322716024555,828530,0,1,0,0,0,0,0,0,17,21,0,13,35,1,0,0,0,0,0,0,0,0,4,4,0,0
TQ2063,51.357801,-0.270768,39205,10.19428168646535,795721,0,0,0,0,0,0,0,0,0,0,0,1,0,24,10,0,0,2,0,0,0,0,1,56,3,0
SK4011,52.699668,-1.402119,33789,8.711471929196161,692041,0,1,0,0,0,0,0,0,0,0,0,15,0,8,14,0,0,4,0,0,13,12,0,28,0,0
SU7392,51.626526,-0.939588,38115,8.843774852121252,775374,0,0,0,0,0,0,0,0,0,0,0,26,0,40,0,0,0,8,0,0,19,3,0,0,0,0
SU1708,50.875735,-1.752645,41164,9.441032484816757,834118,0,0,0,0,0,0,0,0,64,15,0,10,4,0,0,0,0,1,0,0,0,0,1,1,0,0
SD9768,54.112369,-2.039735,28200,7.298785338513326,582098,0,0,0,0,0,0,0,0,0,0,0,4,0,63,0,0,2,24,1,0,1,0,0,0,2,0
SK4663,53.166595,-1.305903,31990,8.664238140655126,655647,0,0,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,8,0,0,0,26,0,0,1,0
SK3547,53.023622,-1.472195,32528,8.805151361926441,666836,0,0,0,0,0,0,0,0,0,0,0,9,0,19,5,0,0,0,0,0,0,3,0,45,16,0
TQ8387,51.556533,0.645624,38317,10.21833004866027,778984,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,10,0,1,0,0,1,0,0,53,0,0
TL3207,51.750533,-0.081961,37587,9.596638966493874,764933,0,0,0,0,0,0,0,0,0,0,0,44,15,8,0,0,0,7,0,0,19,0,0,2,1,0
SK4667,53.202548,-1.305322,31810,8.628980652570837,652847,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,21,0,0,0,37,0,4,7,2
SK4670,53.229512,-1.304886,31630,8.738286260015116,650747,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,19,0,0,0,14,0,46,7,0
SK3337,52.933862,-1.503043,32887,9.010876814581083,673834,0,2,0,0,0,0,0,0,0,0,0,10,0,36,3,0,0,8,0,0,0,11,0,19,6,0
TQ6939,51.129698,0.421038,40114,9.521364024464706,812570,0,0,0,0,0,0,0,0,0,0,0,11,0,24,0,0,0,42,0,0,0,6,4,5,1,3
SK4564,53.17567,-1.320718,31990,8.664238140655126,654946,0,2,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,4,0,0,0,62,0,1,6,0
SK2764,53.1769,-1.590011,31986,8.4777922502906,654928,0,0,0,0,0,0,0,0,0,0,0,25,2,11,14,0,0,1,0,0,0,42,0,0,0,2
SK4932,52.887685,-1.265777,33070,9.484806586233965,677350,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,24,0,36,20,6
ST5432,51.089997,-2.651048,40251,9.716719656758068,817255,0,0,0,0,0,0,0,0,0,0,0,6,4,42,0,0,0,19,0,0,6,17,0,4,0,0
SK3014,52.727289,-1.549816,33787,8.993051849868154,689931,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,26,28,0,3,0,0
SK7053,53.074089,-0.949156,32355,9.296672613548662,662671,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,8,0,0,0,27,0,33,5,0
TQ1553,51.268959,-0.34578,39564,9.111955242770035,802716,0,0,0,0,0,0,0,0,0,0,0,51,3,5,8,0,0,0,11,0,0,18,0,1,0,0
SX7051,50.349135,-3.821537,43115,9.909473061750456,873871,0,0,0,0,0,0,0,0,0,0,0,45,0,39,0,0,0,0,0,0,4,8,0,0,1,0
SD2262,54.052608,-3.185288,28365,NA,586223,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,3,1
SK3449,53.041664,-1.48689,32527,8.692620412688415,665435,0,2,0,0,0,0,0,0,0,0,0,16,4,39,10,0,0,7,0,0,0,12,0,3,4,0
TL2912,51.796165,-0.123531,37406,9.688512791551629,761430,0,0,0,0,0,0,0,0,0,0,0,42,1,6,0,1,0,0,20,0,12,10,2,1,0,0
SZ3394,50.749141,-1.526519,41707,10.282927907758223,843934,21,0,0,12,15,0,0,0,0,0,0,0,0,14,0,3,0,4,0,3,0,2,0,10,10,0
TQ6147,51.203885,0.310398,39753,9.710780841042759,806962,0,0,0,0,0,0,0,0,0,0,0,6,4,20,0,0,0,8,0,0,37,17,0,4,0,0
SJ8413,52.718928,-2.230907,33777,8.83679951034348,690585,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,23,31,0,1,1,0
SP2021,51.89168,-1.70352,37025,9.17729296223668,755021,0,0,0,0,0,0,0,0,0,0,0,33,7,19,0,6,0,0,0,0,14,18,0,0,0,0
SU8256,51.301655,-0.817988,39377,9.646296890749747,800583,0,0,0,0,0,0,0,0,0,2,0,45,0,11,0,27,0,0,0,0,0,0,0,6,6,0
SK3946,53.014354,-1.412686,32528,8.805151361926441,667540,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,22,0,0,0,15,0,7,0,0
NZ1344,54.795207,-1.791557,25503,7.457152093773917,528914,0,0,0,0,0,0,0,0,2,0,0,15,0,38,0,0,0,6,0,0,19,18,0,0,0,0
TL0597,52.56511,-0.444985,34342,9.437782510419552,701906,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,19,0,10,0,0,19,31,0,0,0,0
TR1457,51.276251,1.074022,39403,10.009102695357461,800015,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,3,0,0,0,0,0,8,0,46,24,0
SK3135,52.916004,-1.532991,32887,9.010876814581083,675232,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,9,0,0,0,9,0,48,1,3
SP2321,51.891562,-1.659927,37025,9.17729296223668,755024,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,23,0,3,0,0,2,42,0,1,0,0
SZ2599,50.794508,-1.639568,41526,9.97435776302592,840426,0,0,0,0,0,0,0,0,3,0,0,49,35,1,0,1,0,2,0,0,0,0,4,0,0,0
SU6414,50.926358,-1.083641,40993,9.849958980386857,829965,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,4,0,5,0,0,20,28,2,5,0,0
SK4540,52.959947,-1.324102,32710,9.13927270618226,671746,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,3,0,0,0,3,0,83,0,0
SD7973,54.1569,-2.31541,28016,6.848179141462152,578580,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,22,2,0,0,0,0,0,0,20
SW6639,50.209336,-5.273925,43634,9.529924765667346,882167,0,0,0,0,0,0,0,0,0,0,0,12,1,33,0,0,0,0,38,0,0,9,0,5,0,0
SU7155,51.29415,-0.975946,39375,9.589227128647845,801272,0,0,0,0,0,0,0,0,0,0,0,25,1,22,0,1,0,8,0,0,19,17,0,2,1,0
TQ4196,51.649494,0.043871,37949,9.934295322301509,772642,0,3,0,0,0,0,0,0,1,0,0,45,1,0,0,0,0,7,0,0,3,17,0,13,0,5
TL0653,52.169497,-0.444192,35962,9.502694892695033,732707,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,21,0,13,0,0,0,18,0,5,0,0
TQ5461,51.331611,0.216323,39211,9.109956846042094,797155,0,0,0,0,0,0,0,0,0,0,0,27,0,29,0,13,0,18,0,0,3,1,0,0,5,0
SU9185,51.560968,-0.681443,38299,9.536846414058198,780292,0,0,0,0,0,0,0,0,0,0,0,78,0,5,4,0,0,0,0,0,0,7,1,3,0,0
SK1557,53.11446,-1.769884,32164,7.4476863177925425,659816,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,96,0,0,0,0,0,0,0,0
ST2745,51.204091,-3.039134,39706,NA,808128,0,0,0,0,0,0,0,0,0,0,0,7,19,44,0,0,0,4,0,11,9,2,0,0,0,0
SD4383,54.244056,-2.868508,27649,8.599434352108021,571544,0,0,0,0,0,0,0,0,1,0,0,55,0,17,0,0,7,12,0,0,1,2,0,0,0,0
SU2018,50.96556,-1.709448,40805,9.4061901964426,827121,0,0,0,0,0,0,0,0,15,35,0,32,5,5,3,0,0,0,1,0,0,0,1,0,0,0
TQ3590,51.597055,-0.045118,38128,10.597709433105242,776836,0,25,0,0,0,0,0,0,2,0,0,12,0,0,11,0,0,0,0,0,4,2,0,6,34,0
SU9809,50.876613,-0.601351,41180,9.624075961975523,833499,0,0,0,0,0,0,0,0,0,0,0,22,6,43,0,2,0,6,0,0,0,6,0,0,0,12
SO8490,52.512165,-2.22982,34497,9.103073549093109,706685,0,0,0,0,0,0,0,0,0,0,0,38,2,8,0,2,0,0,1,0,11,29,0,1,0,3
SK5437,52.932145,-1.190638,32891,9.665775609773466,673855,0,1,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,9,0,16,35,11
TQ0071,51.433598,-0.555637,38841,10.3004241251024,790101,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,7,0,0,3,0,7,14,0,25,12,0
SK3215,52.736163,-1.520103,33607,8.870354788485281,689233,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,11,0,0,10,17,0,17,33,1
SJ7820,52.781647,-2.320193,33416,8.888190589605639,685679,0,0,0,0,0,0,0,0,0,0,0,8,0,39,5,0,0,0,0,0,17,26,0,2,0,0
TL4818,51.845355,0.154361,37230,9.537098193411621,757249,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,6,0,0,24,47,0,10,0,0
SK4051,53.059222,-1.397155,32349,8.905598001184746,664041,0,2,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,11,0,0,0,17,0,28,11,0
SP4365,52.285924,-1.363722,35409,9.199995807446276,724244,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,0,0,13,0,0,6,13,0,2,1,0
NZ2570,55.028381,-1.60263,24426,8.593951209551488,510726,0,0,0,0,0,0,0,0,0,0,0,49,6,17,0,0,0,12,0,0,8,0,0,0,0,5
NZ2390,55.208195,-1.63227,23705,8.470361801770835,496724,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,41,21,0,6,0,0
SX8063,50.459123,-3.684871,42757,10.280379503240516,865481,0,0,0,0,0,0,0,0,0,0,0,13,8,36,0,0,0,5,4,0,17,13,0,1,0,0
TQ5256,51.287224,0.185502,39391,9.429895010326101,800653,0,8,0,0,0,0,0,0,0,0,0,15,1,5,11,0,0,0,0,0,2,2,0,50,2,0
TL2213,51.806727,-0.224631,37405,9.546116794179374,760723,0,0,0,0,0,0,0,0,0,0,0,36,5,24,0,0,0,0,0,0,0,1,5,15,11,0
SU8037,51.131129,-0.85093,40097,9.499711412520838,813881,0,0,0,0,0,0,0,0,5,15,0,9,0,19,0,3,0,0,1,6,0,12,3,22,0,0
TL2700,51.688787,-0.156911,37766,9.532448774726808,769828,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,3,0,0,0,0,17,19,1,12,0,0
SW7948,50.295147,-5.097256,43276,10.105085502023641,875880,0,0,0,0,0,0,0,0,0,0,0,11,0,50,0,0,0,11,1,0,3,20,0,1,0,0
SU8521,50.986564,-0.783266,40638,9.68131522479161,825086,0,0,0,0,0,0,0,0,8,5,0,7,24,3,0,1,0,0,0,14,1,9,0,10,5,7
TL1694,52.535911,-0.283829,34524,9.62951723400324,704017,0,0,0,0,0,0,0,0,0,0,0,1,2,0,39,0,0,15,0,0,0,27,8,3,2,0
NY7308,54.471167,-2.410404,26755,7.413253671855992,554074,0,0,0,0,0,0,0,0,0,0,0,18,2,64,0,0,0,11,0,0,1,1,0,0,0,0
TQ6142,51.158962,0.308152,39933,9.441198140957974,810462,0,0,0,0,0,0,0,0,0,0,0,32,26,11,0,0,0,13,0,0,2,0,0,10,2,0
SU7408,50.87121,-0.942604,41175,10.274042085420565,834175,0,0,0,0,0,0,0,0,0,0,0,71,7,6,0,0,0,0,0,0,0,3,0,1,9,0
SP3870,52.331245,-1.436446,35228,9.020217038841556,720739,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,7,0,0,11,33,0,2,0,0
SK2855,53.095949,-1.575846,32166,7.983858123643892,661229,0,0,0,0,0,0,0,0,0,0,0,13,0,15,11,0,15,11,0,0,0,15,0,16,1,0
SU6506,50.854315,-1.070846,41174,10.26708149889466,835566,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,3,0,8,0,0,4,27,0,21,6,0
SJ9170,53.231468,-2.128793,31619,8.635195684409496,650692,0,4,0,0,0,0,0,0,0,0,0,10,0,56,9,0,0,2,0,1,0,3,0,11,0,0
SK2256,53.105223,-1.665376,32165,7.587941044928462,660523,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,15,0,0,2,5,0,1,0,0
SJ9175,53.276412,-2.128929,31439,8.842650265253532,647192,0,0,0,0,0,0,0,0,8,0,0,6,0,4,7,0,0,0,0,0,0,0,0,70,2,0
SK1670,53.231285,-1.754279,31624,7.77699826528015,650717,0,0,0,0,0,0,0,0,0,0,0,25,0,14,0,0,2,57,0,0,0,0,0,0,0,0
SK2956,53.104884,-1.560822,32166,7.983858123643892,660530,0,0,0,0,0,0,0,0,0,0,0,10,2,31,6,0,0,0,0,0,0,13,0,24,10,0
TQ3551,51.246586,-0.060016,39568,9.410086046679401,804136,0,2,0,0,0,0,0,0,0,0,0,24,2,8,10,5,0,0,0,0,0,14,3,25,4,0
SE7691,54.313371,-0.825606,27316,7.556756373165582,566077,0,0,0,0,0,0,0,0,5,9,0,10,62,3,0,0,0,1,0,0,0,3,0,0,2,0
SU3227,51.045937,-1.537767,40447,9.879146412952291,820833,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,4,0,0,35,22,0,0,0,0
TR2546,51.173254,1.224558,39766,9.466661268158845,807726,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,5,0,11,0,0,35,33,0,1,0,0
SD4060,54.037031,-2.909993,28369,9.689880889059191,587641,0,1,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,7,0,4,28,1
SK5454,53.084945,-1.187776,32351,8.843058158915623,661955,0,0,0,0,0,0,0,0,0,35,0,37,3,7,0,0,0,0,0,0,0,10,0,4,0,0
TQ5559,51.313369,0.229794,39392,9.119861513701407,798556,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,33,0,0,12,0,0,4,0,0
SU3418,50.964894,-1.510091,40807,10.136896448886423,827135,0,0,0,0,0,0,0,0,0,0,0,33,2,15,0,0,0,12,0,0,16,6,2,2,2,6
SK4366,53.193813,-1.350367,31809,8.65854046343427,653544,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,23,0,0,0,7,0,41,11,0
TQ0516,50.938304,-0.499871,40822,9.846217294047682,828606,0,0,0,0,0,0,0,0,0,0,0,8,14,28,23,5,0,0,2,0,0,10,1,5,0,0
SO7352,52.170121,-2.38889,35935,9.537528703689285,733274,0,0,0,0,0,0,0,0,0,0,0,28,7,36,4,0,0,16,0,0,1,4,0,1,0,0
TR1848,51.193926,1.125796,39764,9.367645925533276,806319,0,0,0,0,0,0,0,0,0,0,0,62,7,1,0,2,0,12,0,0,0,4,3,5,0,0
SK6340,52.958122,-1.056175,32713,9.463753128142965,671764,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,53,0
SU0064,51.379551,-1.994204,39181,9.109004226079485,794901,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,3,0,0,57,5,0,0,0,8
