OSGR,Lat,Long,CellID_MeanTemps,MeanTemp,CellIDs_LCM,Sea / Estuary,Water (inland),Littoral rock,Littoral sediment,Saltmarsh,Supra-littoral rock,Supra-littoral sediment,Bog (deep peat) ,Dense dwarf shrub heath,Open dwarf shrub heath,Montane habitats,Broad-leaved / mixed woodland ,Coniferous woodland,Improved grassland,Neutral grassland,Setaside grassland,Bracken,Calcareous grassland,Acid grassland,"Fen, marsh, swamp",Arable cereals,Arable horticulture,Arable non-rotational,Suburban / rural developed,Continuous urban,Inland bare ground
TQ3964,51.362444000000004,0.002335,39208,9.667242164347272,795040,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,3,0,0,0,27,0,39,6,0
TM4563,52.214971,1.592381,35630,9.720693413891382,725846,0,0,0,0,0,0,0,0,0,0,0,9,2,6,16,0,0,0,0,0,9,54,1,0,0,0
TQ2530,51.060132,-0.210528,40286,9.404197287801939,818826,0,0,0,0,0,0,0,0,0,0,0,30,1,20,0,3,0,3,0,24,0,8,0,8,0,0
SU3737,51.135551,-1.46541,40088,9.744760120263491,813838,0,1,0,0,0,0,0,0,3,3,0,15,4,7,0,2,0,1,0,0,12,38,0,5,1,1
SJ8121,52.790748,-2.275774,33417,8.718140360492999,684982,0,0,0,0,0,0,0,0,0,0,0,2,0,69,0,1,0,12,0,0,0,15,0,0,0,0
SU3939,51.1534,-1.436608,40088,9.744760120263491,812440,0,0,0,0,0,0,0,0,0,0,0,9,0,29,0,7,0,11,0,0,1,25,0,16,0,0
SE1546,53.91442,-1.765514,28924,8.63256452020007,597516,0,0,0,0,0,0,0,0,0,0,0,12,0,55,0,0,0,13,0,0,0,3,0,14,1,0
SD5378,54.200131,-2.714293,27831,8.678832364087995,575054,0,0,0,0,0,0,0,0,0,0,0,21,0,29,0,0,0,7,0,0,0,1,0,2,16,22
SU8890,51.606392,-0.72345,38118,9.492159593416053,776789,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,23,0,1,14,28,6,9,1,0
TL2064,52.265468,-0.235672,35605,9.503054706480128,725021,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,23,9,0,0,16,0
SP3593,52.538209,-1.478032,34508,9.259598608295065,704636,0,1,0,0,0,0,0,0,0,0,0,11,0,28,1,1,0,6,0,0,22,17,0,6,2,0
SE7175,54.170324,-0.906255,27855,8.606882631139024,577272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,0,0,0,4
ST4832,51.089488,-2.736712,40250,9.999506978093974,817249,0,0,0,0,0,0,0,0,0,0,0,15,1,59,0,0,0,4,0,0,2,4,4,7,0,0
SE5954,53.983138,-1.09416,28752,9.31230514550118,591960,0,0,0,0,0,0,0,0,0,0,0,7,0,25,0,0,0,15,0,0,1,0,0,23,23,4
TQ2272,51.43826,-0.238955,38845,10.435101897338317,789423,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,23,2,0,3,0,12,6,0
TL4944,52.07868,0.180173,36330,9.391021408158325,739050,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,2,0,28,0,0,13,14,11,5,4,0
TQ1583,51.538594,-0.336023,38484,10.490805669874984,781716,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0,0,0,0,0,1,6,0,20,52,0
TQ4360,51.325505,0.058139,39209,9.549922622952728,797844,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,1,0,10,0,0,22,13,0,6,0,0
ST0818,50.958636,-3.304183,40782,9.5718490619632135,827009,0,0,0,0,0,0,0,0,0,0,0,3,1,46,1,0,0,0,0,0,20,9,0,8,7,2
SU8195,51.652394,-0.823344,37937,9.316081574201666,773282,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0,0,0,1,0,0,13,48,1,0,2,1
TQ3712,50.89562,-0.046196,41008,9.813043473111719,831438,0,0,0,0,0,0,0,0,0,0,0,48,0,32,0,0,0,11,0,0,0,6,0,0,0,0
SO7584,52.457895,-2.361988,34856,8.903582374920868,710876,0,0,0,0,0,0,0,0,0,0,0,14,0,34,5,0,0,0,0,0,1,21,0,5,15,1
SU6770,51.429494,-1.030461,38834,9.870612875040244,790768,0,16,0,0,0,0,0,0,0,0,0,20,2,19,1,1,0,0,6,0,3,2,0,16,7,3
TL9358,52.19078,0.829456,35799,9.208112168835587,729294,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,70,7,0,0,14,0
SU1476,51.487267,-1.79256,38643,8.968697814232087,786515,0,0,0,0,0,0,0,0,0,0,0,3,1,33,0,0,0,0,0,0,40,10,0,0,0,10
SU6469,51.420851999999996,-1.073789,39013,9.547283096621884,791465,0,23,0,0,0,0,0,0,0,0,0,24,0,5,0,3,0,3,0,0,12,12,5,5,2,0
TL2423,51.89615,-0.19204,37045,9.393694060061824,753725,0,0,0,0,0,0,0,0,0,0,0,27,0,16,0,2,0,0,0,0,0,0,0,46,6,0
SU6570,51.429728,-1.059225,38834,9.870612875040244,790766,0,58,0,0,0,0,0,0,0,0,0,9,7,2,0,2,0,4,0,0,2,9,0,0,3,0
TQ4729,51.045921,0.102789,40470,9.398540606437885,819548,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,15,0,64,0,1
TQ8287,51.556857,0.631215,38317,10.21833004866027,778983,0,0,0,0,0,0,0,0,0,0,0,51,0,5,0,0,0,1,0,0,0,3,0,37,0,0
SP3393,52.538335,-1.507518,34507,8.940569349037549,704634,0,1,0,0,0,0,0,0,0,0,0,2,2,8,0,8,0,5,0,0,8,5,0,41,5,10
SU6206,50.854647,-1.11346,41173,10.233602205839002,835563,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,7,0,1,57,5,0
SY6296,50.766867,-2.533111,41513,8.901912376090193,842463,0,0,0,0,0,0,0,0,0,0,0,5,0,39,0,0,0,6,0,0,31,16,0,0,0,1
SU7432,51.086987,-0.937692,40275,9.138163576648548,817375,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,5,0,0,3,24,0,3,35,3
ST3357,51.312709,-2.955499,39347,10.490145383661169,799734,0,0,0,0,0,0,0,0,0,0,0,3,0,64,0,0,0,9,0,0,0,5,0,15,1,1
TL7604,51.711465,0.553321,37776,9.63485582546629,767077,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,7,0,0,12,0,26,32,0,2,0,0
SD4415,53.633066,-2.840783,29989,9.296238791978707,619145,0,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,18,0,12,39,0,8,7,0
TL9354,52.154862,0.827176,35979,9.265624778065014,732094,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,45,46,0,1,0,0
SU6179,51.511089,-1.115191,38653,9.393255888433982,784462,0,3,0,0,0,0,0,0,0,0,0,3,8,54,0,0,0,11,0,0,8,7,0,2,0,0
TQ3899,51.677198,0.001725,37948,10.421577213113009,770539,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,27,0,41,16,0
SP3694,52.547133,-1.46318,34508,9.259598608295065,703937,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,0,5,0,0,11,25,0,0,7,4
ST6100,50.80277,-2.547711,41333,8.613350159272144,839662,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,7,0,0,4,23,2,0,0,0
SU5418,50.963353,-1.225312,40811,9.978491717762372,827155,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,6,0,4,0,0,0,23,2,8,0,0
NY9920,54.579706,-2.00925,26220,7.162580696603455,545700,0,0,0,0,0,0,0,0,0,0,0,8,1,71,17,0,0,0,0,0,0,0,0,0,0,1
TL3557,52.199086,-0.018807,35788,9.441816260199886,729936,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,6,0,0,54,10,0,0,0,0
TL3801,51.695169,0.002518,37768,10.084425257538625,769139,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,11,0,7,0,0,18,17,0,8,7,0
SU9765,51.380188,-0.600427,39020,9.823921502910675,794298,0,0,0,0,0,0,0,0,18,40,0,0,4,0,0,0,0,0,2,1,0,1,0,12,17,2
TL6162,52.237004,0.363682,35613,9.612778362341857,726462,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,82,0,0,0,0,0,0,0,0
SP6414,51.825406,-1.065517,37393,9.260258272613038,759965,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,0,5,0,0,0,18,0,0,0,0
NZ4138,54.739763,-1.356945,25689,8.31356439059862,533142,0,6,0,0,0,0,0,0,0,0,0,18,3,9,0,0,2,7,0,0,26,10,1,8,3,0
TQ0048,51.226853,-0.562118,39741,9.540670872610237,806201,0,0,0,0,0,0,0,0,0,0,0,17,7,16,9,0,0,5,10,0,3,0,0,28,0,0
SX4349,50.3246,-4.199933,43289,NA,875244,9,0,0,0,1,0,0,0,0,0,0,17,2,13,4,0,0,5,0,0,19,17,0,0,8,0
SU5705,50.846173,-1.184642,41172,10.372081703034906,836258,1,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,1,0,49,22,1
TL4158,52.206565,0.06934,35789,9.72494744568208,729242,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,21,0,0,43,10,0,8,2,0
SU8579,51.507972,-0.76943,38658,9.800852194842024,784486,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,11,0,0,15,28,0,12,7,1
SU3515,50.937858,-1.496143,40808,10.374377355017982,829236,0,1,0,0,0,0,0,0,0,0,0,9,2,52,1,11,0,4,0,0,0,6,0,6,2,0
ST7966,51.39716,-2.296052,38996,9.764600776845938,793480,0,0,0,0,0,0,0,0,0,0,0,50,0,7,0,0,0,4,0,0,7,1,0,28,0,0
ST8756,51.307478,-2.180708,39358,9.742643313550357,800488,0,0,0,0,0,0,0,0,0,0,0,22,5,7,0,0,0,7,0,0,25,32,0,0,0,0
NZ0644,54.795345,-1.900428,25502,7.064337853580723,528907,0,0,0,0,0,0,0,0,0,7,0,1,40,21,22,0,0,0,6,0,0,0,0,0,0,0
SP3078,52.403666,-1.553115,35047,9.478517535593433,715131,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,2,0,33,30,19
SD4879,54.208639,-2.791102,27830,8.854025098041514,574349,0,0,0,0,0,0,0,0,0,0,0,72,1,4,0,0,3,11,0,0,0,6,0,0,0,0
ST2729,51.060242,-3.035909,40426,10.05732844933476,819328,0,0,0,0,0,0,0,0,0,0,0,3,0,40,3,0,0,5,0,0,24,15,5,2,0,0
ST7310,50.893368,-2.378153,40975,9.715415788544428,832674,0,0,0,0,0,0,0,0,0,0,0,19,1,48,0,0,0,0,0,0,7,21,0,0,0,1
TL7672,52.322215,0.588349,35256,9.667703605749404,719477,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53,5,0,5,0,0,0,15,2,0,7,0
SP5327,51.943436,-1.223097,36851,8.972184234090312,750854,0,0,0,0,0,0,0,0,0,0,0,14,0,22,0,4,0,4,0,0,29,17,0,4,2,0
TQ4361,51.334491,0.058542,39209,9.549922622952728,797144,0,0,0,0,0,0,0,0,0,0,0,29,2,5,0,1,0,15,0,0,9,28,0,5,1,0
ST1528,51.049609,-3.20687,40424,9.996186681123753,820016,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,7,0,0,21,43,0,4,0,0
SE1697,54.372744,-1.74752,27124,7.955193524949462,561817,0,0,0,0,0,0,0,0,0,0,0,18,9,6,0,0,0,15,1,0,0,0,0,21,22,5
SU9931,51.074211,-0.581128,40280,9.587604441725544,818100,0,0,0,0,0,0,0,0,0,0,0,41,30,0,0,1,0,12,0,0,2,9,0,1,0,0
TL3159,52.218025,-0.076522,35787,9.404330627023047,728532,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,86,9,0,0,0,0
ST8376,51.487206,-2.239027,38637,9.167731089052653,786484,0,0,0,0,0,0,0,0,0,0,0,47,0,16,0,0,0,5,0,0,18,11,0,1,0,0
SU4311,50.901344,-1.382771,40989,10.829309519007529,832044,24,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,12,43,0
SJ8067,53.204209,-2.293394,31797,9.143282000685597,652781,0,0,0,0,0,0,0,0,0,0,0,18,0,50,18,0,0,0,2,0,0,6,0,3,0,0
TQ2787,51.571961,-0.16164,38306,10.240403627904039,778928,0,0,0,0,0,0,0,0,0,0,0,28,0,10,15,0,0,2,0,0,0,1,0,19,22,0
SY9581,50.633178,-2.064989,42060,10.117559760581623,852996,0,0,0,0,0,0,0,0,0,0,0,5,0,61,0,0,0,1,0,0,9,9,2,10,0,0
TL7306,51.730365,0.510939,37595,9.793517126678498,765674,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,3,0,0,5,0,23,33,0,11,0,1
SD9986,54.274148,-2.009179,27480,7.278598937704509,569500,0,0,0,0,0,0,0,0,0,0,0,7,0,77,2,0,0,2,0,0,7,0,0,1,0,0
SP2093,52.538977,-1.699182,34505,9.214104957949932,704621,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,8,0,16,0,0,8,29,0,8,7,0
ST5033,51.098656,-2.708295,40251,9.716719656758068,816551,0,0,0,0,0,0,0,0,0,0,0,51,8,27,0,0,0,1,0,0,2,7,1,0,0,0
SZ1893,50.740818,-1.739184,41704,10.278353873320848,844619,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,0,1,0,47,33,3
NZ3954,54.883699,-1.385831,25148,8.520391135373664,521940,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,24,0,0,7,6,0,33,13,7
ST4241,51.169837,-2.823812,39889,10.203316903858779,810943,0,2,0,0,0,0,0,11,0,0,0,3,2,0,37,0,0,0,0,16,19,0,0,2,2,1
TL1869,52.310833,-0.263208,35424,9.498101375944959,721519,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,4,0,0,69,17,0,0,0,0
TQ2009,50.872449,-0.288792,41185,10.24034289703303,833521,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,23,0,0,18,2,0,0,0,0
SZ2499,50.794551,-1.653756,41525,9.788197306888762,840425,0,0,0,0,0,0,0,0,0,0,0,62,17,13,0,0,0,4,0,0,0,0,0,1,0,0
SX8767,50.496467,-3.587501,42578,10.447577313773989,862688,0,0,0,0,0,0,0,0,0,0,0,10,6,21,0,0,0,8,1,0,15,10,0,24,0,0
TQ4132,51.074389,0.018426,40289,9.325560528702605,817442,0,0,0,0,0,0,0,0,0,5,0,66,21,0,0,0,0,0,0,0,0,0,0,6,0,0
TQ4932,51.072362,0.132537,40290,9.365373438634103,817450,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,2,0,0,0,0,0,34,0,0
SU9717,50.9487,-0.613425,40820,9.725775848921344,827898,0,1,0,0,0,0,0,0,0,1,0,42,4,11,1,0,0,0,10,0,2,13,2,5,1,0
TR3362,51.313671,1.349224,39227,10.228085254470074,796534,0,0,0,0,2,0,0,0,0,0,0,12,0,16,0,4,0,11,0,9,0,24,6,3,7,0
ST5363,51.368646,-2.669358,39171,9.506860652302327,795554,0,0,0,0,0,0,0,0,0,0,0,8,0,66,0,0,0,4,0,0,12,7,0,0,0,0
ST4851,51.260322,-2.73944,39530,9.491476985887648,803949,0,0,0,0,0,0,0,0,0,0,0,5,0,87,0,0,0,2,0,0,1,0,1,1,0,0
TQ1973,51.447888,-0.281758,38844,10.512936857665643,788720,0,1,0,0,0,0,0,0,0,0,0,23,0,7,0,10,0,32,0,0,0,4,1,18,0,0
NZ1651,54.858022,-1.744501,25144,7.855239389910255,524017,0,0,0,0,0,0,0,0,1,14,0,1,0,4,11,0,0,13,0,0,0,0,0,33,17,2
SY3893,50.73784,-2.872892,41688,10.158238647576438,844539,0,0,0,0,0,0,0,0,0,0,0,54,0,25,0,0,0,16,0,0,0,0,0,2,0,0
NZ1954,54.884874,-1.697569,25144,7.855239389910255,521920,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,17,0,0,22,7,0,25,7,0
SU5716,50.945079,-1.182913,40812,9.74469480635789,828558,0,0,0,0,0,0,0,0,0,0,0,6,0,39,0,2,0,12,0,0,1,1,0,33,2,0
TR3871,51.392379,1.426863,38868,10.602161432316045,790239,29,0,4,12,1,0,2,0,0,0,0,0,0,7,17,3,0,0,0,0,0,0,0,20,0,0
SP0392,52.530358,-1.949837,34501,9.45513968008562,705304,0,7,0,0,0,0,0,0,0,0,0,11,0,36,0,15,0,0,16,0,0,6,0,4,1,0
NZ1240,54.759287,-1.80728,25503,7.457152093773917,531713,0,0,0,0,0,0,0,0,1,0,0,1,0,17,0,0,0,71,3,0,0,0,0,0,0,5
TR3749,51.195329,1.397893,39768,10.039598573733644,805638,0,0,0,0,0,0,11,0,0,0,0,11,0,9,13,10,0,7,0,0,9,18,0,7,0,0
SP8909,51.777022,-0.704146,37578,8.945608956088153,763490,0,0,0,0,0,0,0,0,0,0,0,51,0,5,0,0,0,3,0,0,20,16,0,1,0,0
SX8375,50.567598,-3.646375,42217,10.438850757323161,857084,0,0,0,0,0,0,0,0,0,0,0,22,41,0,0,0,0,1,0,0,0,5,0,20,8,1
SO7476,52.38593,-2.376092,35035,8.897584276427002,716475,0,1,0,0,0,0,0,0,0,0,0,49,37,1,1,1,0,0,0,0,0,1,0,5,0,0
SO7538,52.044349,-2.358635,36476,9.598792674354158,743076,0,0,0,0,0,0,0,0,0,0,0,57,5,17,0,8,0,2,0,0,2,3,0,2,0,1
TQ5320,50.96348,0.184514,40651,9.454963306774223,825854,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,7,0,0,33,8,0,2,0,1
TQ4670,51.414597,0.105283,38850,10.231881176101647,790847,0,0,0,0,0,0,0,0,0,0,0,14,0,18,12,3,0,0,0,0,5,11,0,13,20,0
SD8069,54.120989,-2.299837,28197,7.325406746360439,581381,0,1,0,0,0,0,0,0,0,0,0,1,0,17,11,0,0,27,8,0,0,11,0,5,15,0
SU9240,51.156288,-0.67871,39919,9.663301944295393,811793,0,0,0,0,0,0,0,0,0,18,0,13,51,0,0,0,0,0,3,2,0,0,0,4,5,0
SX8276,50.576387,-3.660805,42217,10.438850757323161,856383,0,0,0,0,0,0,0,0,8,0,0,16,6,2,0,0,0,1,0,0,4,13,0,21,25,0
TR3463,51.322236,1.364205,39227,10.228085254470074,795835,0,1,0,42,0,0,6,0,0,0,0,1,0,22,0,9,0,9,0,0,2,1,0,3,0,0
TG2410,52.645751,1.317096,33825,9.422030708429297,692925,0,0,0,0,0,0,0,0,0,0,0,48,0,6,10,0,0,0,0,0,0,2,0,24,5,1
SU3282,51.540469,-1.532777,38467,8.864126842254212,782333,0,0,0,0,0,0,0,0,0,0,0,8,0,38,0,11,0,4,0,0,33,2,0,0,2,0
SK0935,52.916839,-1.860163,32882,8.748113733307587,675210,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,0,0,10,3,0,0,0,0
TM1251,52.120952,1.102625,35983,9.573916691491544,734213,0,2,0,0,0,0,0,0,0,0,0,5,0,2,13,1,0,13,12,0,4,19,0,15,9,0
SS9728,51.046675,-3.46358,40420,8.915598049889823,819998,0,1,0,0,0,0,0,0,1,21,0,22,1,43,0,0,0,0,1,0,0,6,0,1,0,0
SO9391,52.521339,-2.097227,34499,9.203461177610004,705994,0,0,0,0,0,0,0,0,0,0,0,19,0,4,2,0,0,0,0,0,0,0,0,34,39,0
NZ2534,54.70488,-1.605796,25866,8.143795088259013,535926,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,1,0,0,57,19,0
TQ4469,51.406124,0.076136,39029,10.165552937650832,791545,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,7,0,0,12,0,0,2,0,37,8,0
SP3493,52.538273,-1.492775,34507,8.940569349037549,704635,0,8,0,0,0,0,0,0,0,0,0,13,1,9,0,9,0,1,0,0,12,22,0,13,6,1
SD7577,54.192672,-2.376987,27836,6.842874779699653,575776,0,0,0,0,0,0,0,0,0,8,0,0,0,0,46,0,0,0,24,0,0,0,0,0,0,21
SP8203,51.724162,-0.807004,37757,9.140664403111616,767683,0,0,0,0,0,0,0,0,0,0,0,43,1,16,0,6,0,18,0,0,0,7,0,4,0,0
ST3021,50.988687,-2.991572,40607,10.085032329929119,824931,0,0,0,0,0,0,0,0,0,0,0,23,4,32,0,0,0,2,0,0,16,13,3,3,0,0
SD9764,54.076419,-2.039701,28380,7.571886822482397,584898,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,6,26,16,0,0,4,0,1,13,9
TQ4632,51.073135,0.089747,40290,9.365373438634103,817447,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,1,0,0,0,0,34,5,0
SP7600,51.698043,-0.894509,37756,9.486524656782331,769777,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,0,0,57,0,0,0,1,0,0,0,0
TQ2611,50.889144,-0.20287,41006,9.529405634787059,832127,0,0,0,0,0,0,0,0,0,0,0,31,0,11,0,0,0,29,0,0,4,18,0,5,0,0
TR1255,51.259042,1.044203,39403,10.009102695357461,801413,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,7,0,11,0,0,18,19,1,0,0,0
NZ2844,54.794583,-1.558266,25506,8.508852328578259,528929,0,0,0,0,0,0,0,0,0,0,0,9,2,28,0,0,0,8,0,0,30,13,1,4,1,0
TM1354,52.147498,1.11909,35983,9.573916691491544,732114,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,29,0,0,39,10,0,12,0,0
NZ1441,54.76822,-1.776152,25503,7.457152093773917,531015,0,0,0,0,0,0,0,0,0,0,0,5,0,22,0,0,3,47,0,0,5,3,0,8,2,1
ST4640,51.161235,-2.766456,39890,10.203575615834703,811647,0,0,0,0,0,0,0,6,0,0,0,1,0,0,28,0,0,0,10,23,4,2,2,0,7,14
ST7170,51.432778,-2.411363,38815,9.336227859478862,790672,0,0,0,0,0,0,0,0,0,0,0,24,6,52,0,0,0,5,0,0,5,3,0,3,0,0
SU0019,50.974913,-1.994252,40801,9.301296487250767,826401,0,0,0,0,0,0,0,0,0,0,0,6,1,34,0,5,0,14,0,0,9,20,1,0,1,4
TQ1723,50.998905,-0.326899,40644,9.884027321996076,823718,0,0,0,0,0,0,0,0,0,0,0,20,0,60,0,0,0,14,0,0,2,0,0,0,0,0
ST3456,51.303835,-2.940969,39347,10.490145383661169,800435,0,0,0,0,0,0,0,0,0,0,0,4,0,41,0,0,0,4,0,0,11,16,0,17,2,2
TL5159,52.212893,0.216016,35791,9.65486635039591,728552,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,3,3,0,23,11,25,0,14,0,4
NZ4523,54.604629,-1.297153,26230,9.185070081980799,543646,0,0,0,0,0,0,0,0,0,0,0,6,0,16,2,0,0,2,0,0,0,1,0,56,13,0
SU3415,50.937918,-1.510374,40807,10.136896448886423,829235,0,2,0,0,0,0,0,0,0,0,0,7,0,21,3,8,0,12,0,0,0,10,1,13,15,3
TQ5261,51.33215,0.187638,39211,9.109956846042094,797153,0,0,0,0,0,0,0,0,0,0,0,41,0,16,0,0,0,2,0,0,15,16,0,4,1,0
TQ3025,51.014082,-0.141019,40467,9.83727586454446,822331,0,0,0,0,0,0,0,0,0,0,0,14,0,24,0,2,0,12,0,1,0,5,0,35,3,0
TL9357,52.1818,0.828886,35799,9.208112168835587,729994,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,38,7,1,0,0,0
TV5497,50.756538,0.189041,41551,10.094233404729016,841955,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,70,0,0,0,0,0,0,0,0,0,0
SY6971,50.542466,-2.431788,42414,10.522020361910444,859970,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,2,0,0,4,27,12,22,4,0
TQ1822,50.989712,-0.312981,40644,9.884027321996076,824419,0,0,0,0,0,0,0,0,0,0,0,24,0,18,0,0,0,24,0,0,3,20,0,6,2,0
SU7599,51.689189,-0.909191,37936,8.971409174966189,770476,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,41,0,0,0,18,0,1,6,0
TQ4628,51.037191,0.088129,40470,9.398540606437885,820247,0,0,0,0,0,0,0,0,0,0,0,0,19,11,11,0,0,0,0,0,0,2,0,49,0,5
SD4191,54.31572,-2.900761,27289,8.314843937789085,565942,0,0,0,0,0,0,0,0,0,0,0,31,3,33,27,0,0,1,0,0,0,3,0,0,0,0
TM0544,52.060748,0.996312,36342,9.416796912649048,739106,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,49,29,0,0,0,0
SU8541,51.166365,-0.778542,39918,9.696419076287455,811086,0,7,0,0,0,0,0,0,27,9,0,18,14,0,0,0,0,0,3,1,0,3,0,10,4,0
TQ4528,51.037445,0.073876,40470,9.398540606437885,820246,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,3,2,0,55,2,26
TQ2336,51.114493,-0.237004,40105,9.342001299918518,814624,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,49,0,0,10,0,0,12,0,0
ST43,51.1,-2.7,40251,9.716719656758068,816551,0,0,0,0,0,0,0,0,0,0,0,51,8,27,0,0,0,1,0,0,2,7,1,0,0,0
SY7292,50.73146,-2.391017,41695,9.676058619848574,845273,0,0,0,0,0,0,0,0,0,0,0,31,3,14,5,0,0,1,2,0,14,11,12,2,0,1
ST43,51.1,-2.8,40249,10.011399151660578,816544,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,5,2,0,3,0,0,0
TQ4728,51.036935,0.102382,40470,9.398540606437885,820248,0,0,0,0,0,0,0,0,0,0,0,1,12,27,16,0,0,4,0,0,0,0,1,36,0,0
SO4692,52.527731,-2.79003,34490,8.241053632239309,705247,0,0,0,0,0,0,0,0,0,0,0,2,8,7,31,0,1,23,22,0,0,0,0,0,0,1
TQ6012,50.889692,0.280594,41013,9.962964255741799,831461,0,0,0,0,0,0,0,0,0,0,0,55,2,14,0,0,0,13,0,0,3,4,0,1,0,4
SE5848,53.929332,-1.110556,28932,9.130490923234401,596159,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,0,0,10,0,0,15,30,0,12,13,0
TQ9384,51.526252,0.788048,38499,NA,781094,0,0,0,17,1,0,0,0,0,0,0,3,0,14,23,5,0,0,0,0,2,3,0,11,16,0
NZ1859,54.929843,-1.712837,24964,8.34386930305347,518419,0,0,0,0,0,0,0,0,0,4,0,16,26,0,0,0,0,11,0,0,4,7,2,20,0,6
TL5764,52.256128,0.306087,35612,9.58692057240439,725058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,55,7,0,12,0,0
TM0618,51.826938,0.995276,37242,9.886325575132194,757307,0,2,0,0,0,0,7,0,0,0,0,3,0,1,4,1,0,18,0,2,6,39,8,0,1,2
SE9885,54.255702,-0.489529,27500,8.44828850408024,570299,0,0,0,0,0,0,0,0,0,0,0,14,0,8,11,1,0,0,0,0,0,65,0,0,0,0
TL1128,51.943836,-0.379266,36863,9.069215498879005,750212,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,57,25,0,0,0,0
SU3921,50.99155,-1.438569,40628,10.051752966536503,825040,0,0,0,0,0,0,0,0,0,0,0,30,0,41,0,2,0,10,0,0,0,9,0,5,0,0
TQ5360,51.322896,0.20155,39211,9.109956846042094,797854,0,0,0,0,0,0,0,0,0,0,0,30,0,23,0,7,0,21,0,0,3,7,0,5,0,0
